GID,price,discount,payment_CreditCard,payment_Arrival,payment_ConvenienceStore,payment_ATM,payment_iBon,preferential_count,reciprocal,img_height,is_warm,is_cold,is_bright,is_dark,label
3263104,15980,2820,1,1,0,1,1,0,1,333,1,0,0,1,0
